instansi,reference,status,similiarity
Pemerintah Kabupaten Sikka,BPS Kabupaten Sikka,no,0.8937081098556519
Pemerintah Kabupaten Sikka,Komisi Pemilihan Umum Kabupaten Sikka,no,0.7076220512390137
Pemerintah Kabupaten Sikka,Badan Pusat Statistuk Kabupaten Sikka,no,0.6814867854118347
Pemerintah Kabupaten Sumba Barat,Pemkab Sumba Barat Daya,no,0.8021888136863708
Pemerintah Kabupaten Sumba Barat,Pemerintah Kabupaten Sumba Barat Daya,no,0.9509586691856384
Pemerintah Kabupaten Sumba Barat,Pemprov Sumbar,no,0.44850218296051025
Pemerintah Kabupaten Sumba Barat,Pemerintah Provinsi Sumbar,no,0.6641877889633179
Pemerintah Kabupaten Sumba Barat,Pemerintah Kabupaten Sumbawa Barat,no,0.841012716293335
Pemerintah Kabupaten Sumba Barat,Pemkab Sumbawa Barat,no,0.7330949902534485
Pemerintah Kabupaten Sumba Barat,Pemerintah Kabupaten Sumbawa,no,0.7843272686004639
Pemerintah Kabupaten Sumba Barat,Pemkab Sumbawa,no,0.6534793972969055
Pemerintah Kabupaten Sumba Barat,Pemkab Sumba Barat,yes,0.8309171199798584
Pemerintah Kabupaten Sumba Barat,Pemkab Sumba Timur,no,0.7764022946357727
Pemerintah Kabupaten Sumba Barat,Pemerintah Kabupaten Sumba Timur,no,0.9642497897148132
Pemerintah Kabupaten Sumba Barat,Pemkab Sumba Tengah,no,0.7538326382637024
Pemerintah Kabupaten Sumba Barat,Pemerintah Kabupaten Sumba Tengah,no,0.9321714639663696
Pemerintah Kabupaten Sumba Barat Daya,Pemkab Sumba Timur,no,0.7590180039405823
Pemerintah Kabupaten Sumba Barat Daya,Pemerintah Kabupaten Sumbawa Barat,no,0.8127092123031616
Pemerintah Kabupaten Sumba Barat Daya,Pemkab Sumbawa Barat,no,0.7283617258071899
Pemerintah Kabupaten Sumba Barat Daya,Pemerintah Kabupaten Sumba Timur,no,0.9258635640144348
Pemerintah Kabupaten Sumba Barat Daya,Pemerintah Kabupaten Sumba Barat,no,0.9509586691856384
Pemerintah Kabupaten Sumba Barat Daya,Pemerintah Kabupaten Sumbawa,no,0.7509850263595581
Pemerintah Kabupaten Sumba Barat Daya,Pemkab Sumbawa,no,0.6386078000068665
Pemerintah Kabupaten Sumba Barat Daya,Pemkab Sumba Barat,no,0.8096610307693481
Pemerintah Kabupaten Sumba Barat Daya,Pemkab Sumba Barat Daya,yes,0.8679243326187134
Pemerintah Kabupaten Sumba Barat Daya,Pemprov Sumbar,no,0.446441113948822
Pemerintah Kabupaten Sumba Barat Daya,Pemerintah Provinsi Sumbar,no,0.6429288983345032
Pemerintah Kabupaten Sumba Barat Daya,Pemerintah Kabupaten Sumba Tengah,no,0.9052149653434753
Pemerintah Kabupaten Sumba Barat Daya,Pemkab Sumba Tengah,no,0.7435525059700012
Pemerintah Kabupaten Tanah Laut,Pemerintah Kabupaten Tanah Bumbu,no,0.859668493270874
Pemerintah Kabupaten Tanah Laut,Pemerintah Kabupaten Tana Tidung,no,0.6660822033882141
Pemerintah Kabupaten Tanah Laut,Pemkab Tana Tidung,no,0.4673202931880951
Pemerintah Kabupaten Tanah Laut,Pemkab Tanah Bumbu,no,0.6958737373352051
Pemerintah Kabupaten Tanah Laut,Pemkab Tanah Laut,yes,0.7239658832550049
Pemerintah Kabupaten Timor Tengah Selatan,Pemkab TTS,yes,0.4151005148887634
Pemerintah Kabupaten Timor Tengah Selatan,Pemkab Timteng Selatan,yes,0.569019079208374
Pemerintah Kabupaten Timor Tengah Selatan,Pemerintah Kabupaten Timteng Selatan,yes,0.7700103521347046
Pemerintah Kabupaten Timor Tengah Selatan,Pemkab Timor Tengah Selatan,yes,0.8446491360664368
Pemerintah Kabupaten Timor Tengah Selatan,Pemkab Timor Tengah Utara,no,0.7997625470161438
Pemerintah Kabupaten Timor Tengah Selatan,Pemerintah Kabupaten Timor Tengah Utara,no,0.980705976486206
Pemerintah Kabupaten Timor Tengah Selatan,Pemerintah Kabupaten TTS,yes,0.6768205165863037
Pemerintah Kabupaten Tulang Bawang,Pemkab Tulang Bawang,yes,0.7529978156089783
Pemerintah Kabupaten Tulang Bawang,Pemkab Tulang Bawang Barat,no,0.7666964530944824
Pemerintah Kabupaten Tulang Bawang,Pemerintah Kabupaten Tulang Bawang Barat,no,0.923003077507019
Pemerintah Kota Banda Aceh,Pemkab Aceh Besar,no,0.7055484056472778
Pemerintah Kota Banda Aceh,Pemerintah Kabupaten Aceh Tengah,no,0.7372691035270691
Pemerintah Kota Banda Aceh,Pemkot Banda Aceh,yes,0.8075516223907471
Pemerintah Kota Banda Aceh,Pemerintah Provinsi Nanggroe Aceh Darusalam,no,0.6670708656311035
Pemerintah Kota Banda Aceh,Pemkab Aceh Tengah,no,0.6805096864700317
Pemerintah Kota Banda Aceh,Pemerintah Kota Bandar Lampung,no,0.7474110722541809
Pemerintah Kota Banda Aceh,Pemerintah Kabupaten Aceh Jaya,no,0.745291531085968
Pemerintah Kota Banda Aceh,Pemkab Aceh Barat,no,0.6956486701965332
Pemerintah Kota Banda Aceh,Pemerintah Kabupaten Aceh Barat,no,0.7037079930305481
Pemerintah Kota Banda Aceh,Pemerintah Kabupaten Aceh Timur,no,0.7357208132743835
Pemerintah Kota Banda Aceh,Pemkab Aceh Jaya,no,0.672002375125885
Pemerintah Kota Banda Aceh,Pemkot Bandar Lampung,no,0.6006357669830322
Pemerintah Kota Banda Aceh,Pemkab Aceh Timur,no,0.6894968748092651
Pemerintah Kota Banda Aceh,Pemerintah Kabupaten Aceh Selatan,no,0.720535397529602
Pemerintah Kota Banda Aceh,Pemkab Aceh Tamiang,no,0.6448202133178711
Pemerintah Kota Banda Aceh,Pemerintah Kabupaten Aceh Tamiang,no,0.6916813850402832
Pemerintah Kota Banda Aceh,Pemkab Aceh Barat Daya,no,0.6503636837005615
Pemerintah Kota Banda Aceh,Pemerintah Kabupaten Aceh Barat Daya,no,0.682965099811554
Pemerintah Kota Banda Aceh,Pemkab Aceh Singkil,no,0.6218628883361816
Pemerintah Kota Banda Aceh,Pemerintah Kabupaten Aceh Singkil,no,0.7020888924598694
Pemerintah Kota Banda Aceh,Pemkab Aceh Selatan,no,0.6734557151794434
Pemerintah Kota Banda Aceh,Pemkab Aceh Tenggara,no,0.6964477300643921
Pemerintah Kota Banda Aceh,Pemerintah Kabupaten Aceh Tenggara,no,0.7518875002861023
Pemerintah Kota Banda Aceh,Pemkab Aceh Utara,no,0.6766940951347351
Pemerintah Kota Banda Aceh,Pemerintah Kabupaten Aceh Utara,no,0.7282270789146423
Pemerintah Kota Banda Aceh,Pemerintah Kabupaten Aceh Besar,no,0.7371156811714172
Pemerintah Kota Banda Aceh,Pemprov Nanggroe Aceh Darusalam,no,0.6001173257827759
Pemerintah Kota Lhokseumawe,Pemko Lhokseumawe,yes,0.8786114454269409
Pemerintah Kota Lhokseumawe,Pemkot Lhokseumawe,yes,0.8678221106529236
Pemerintah Kota Sabang,Pemkot Sabang,yes,0.7399008870124817
Pemerintah Kota Sabang,Cabang,no,0.13349497318267822
Pemerintah Kota Tidore Kepulauan,Pemkot Tidore,yes,0.7737348079681396
Pemerintah Kota Tidore Kepulauan,Pemerintah Kota Tidore,yes,0.9416163563728333
Pemerintah Kota Tidore Kepulauan,Pemkot Tidore Kepulauan,yes,0.8469792008399963
Pemerintah Provinsi Kalimantan Selatan,Pemprov Kalimantan Selatan,yes,0.7568103671073914
Pemerintah Provinsi Kalimantan Selatan,Pemerintah Provinsi Kalsel,yes,0.8411036133766174
Pemerintah Provinsi Kalimantan Selatan,Pemprov Kalsel,yes,0.5681003928184509
Pemerintah Provinsi Kalimantan Selatan,Pemerintah Provinsi Kalimantan Tengah,no,0.9326162934303284
Pemerintah Provinsi Kalimantan Selatan,Pemprov Kalimantan Utara,no,0.7217816710472107
Pemerintah Provinsi Kalimantan Selatan,Pemerintah Provinsi Kalimantan Timur,no,0.9490787982940674
Pemerintah Provinsi Kalimantan Selatan,Pemprov Kalimantan Timur,no,0.727266788482666
Pemerintah Provinsi Kalimantan Selatan,Pemprov Kalimantan Tengah,no,0.6934576630592346
Pemerintah Provinsi Kalimantan Selatan,Pemerintah Provinsi Kalimantan Utara,no,0.9663770794868469
Pemerintah Provinsi Kalimantan Timur,Pemprov Kaltim,yes,0.55577152967453
Pemerintah Provinsi Kalimantan Timur,Pemerintah Provinsi Kaltim,yes,0.8466289043426514
Pemerintah Provinsi Kalimantan Timur,Pemerintah Provinsi Kalimantan Selatan,no,0.9490787982940674
Pemerintah Provinsi Kalimantan Timur,Pemprov Kalimantan Selatan,no,0.7333282232284546
Pemerintah Provinsi Kalimantan Timur,Pemprov Kalimantan Timur,yes,0.7965653538703918
Pemerintah Provinsi Kalimantan Timur,Pemerintah Provinsi Kalimantan Utara,no,0.9539076685905457
Pemerintah Provinsi Kalimantan Timur,Pemprov Kalimantan Utara,no,0.7285608053207397
Pemerintah Provinsi Kalimantan Timur,Pemerintah Provinsi Kalimantan Tengah,no,0.9292057752609253
Pemerintah Provinsi Kalimantan Timur,Pemprov Kalimantan Tengah,no,0.707121729850769
Pemerintah Provinsi Maluku Utara,Pemerintah Provinsi Maluku,no,0.9294805526733398
Pemerintah Provinsi Maluku Utara,Pemprov Malut,yes,0.29414260387420654
Pemerintah Provinsi Maluku Utara,Pemprov Maluku Utara,yes,0.772161602973938
Pemerintah Provinsi Maluku Utara,Pemerintah Provinsi Malut,yes,0.6344528198242188
Pemerintah Provinsi Maluku Utara,Pemprov Maluku,no,0.6495225429534912
Pemerintah Provinsi Nangroe Aceh Darussalam,Pemerintah Provinsi NAD,yes,0.6766682267189026
Pemerintah Provinsi Nangroe Aceh Darussalam,Pemprov NAD,yes,0.34994107484817505
Pemerintah Provinsi Nangroe Aceh Darussalam,Pemprov Nangroe Aceh Darussalam,yes,0.9299806952476501
Perum Bulog,Perum Bulog Kanwil Kaltim & Kaltara,yes,0.6186438798904419
Perum Bulog,Perum Bulog Kabupaten Probolinggo,yes,0.739365816116333
Perum Bulog,Perum Peruri,no,0.5035750865936279
Perum Bulog,Perum DAMRI,no,0.5688124895095825
Perum Jasa Tirta II,Jasa Tirta II,yes,0.8672381639480591
Perum Jasa Tirta II,Jasa Tirta 2,yes,0.7520779967308044
Perum Jasa Tirta II,Jasa Tirta I,no,0.8378282785415649
Perum Jasa Tirta II,Jasa Tirta,no,0.7272406816482544
Perum Kehutanan Negara (Perhutani),Perum Perhutani KPH Bandung Utara,yes,0.541275680065155
Perum Kehutanan Negara (Perhutani),Perum Perhutani Divisi Regional Jawa Barat dan Banten,yes,0.52385014295578
Perum Kehutanan Negara (Perhutani),Perum Produksi Film Negara (PFN),no,0.5962886810302734
Perum Kehutanan Negara (Perhutani),Perum Percetakan Negara ,no ,0.511285662651062
Perum Pengangkutan Penumpang Djakarta (PPD),Perum PPD,yes,0.5213062763214111
Perum Pengangkutan Penumpang Djakarta (PPD),Perusahaan Umum Pengangkutan Penumpang Djakarta,yes,0.7131503224372864
Perum Pengangkutan Penumpang Djakarta (PPD),Pengangkutan Penumpang,no,0.45069020986557007
Perum Pengangkutan Penumpang Djakarta (PPD),Dinas Perumahan Rakyat dan Permukiman Provinsi DKI Jakarta,no,0.36093926429748535
PT Brantas Abipraya (Persero),Brantas Abipraya,yes,0.7149164080619812
PT Brantas Abipraya (Persero),Kantor Pusat PT Brantas Abipraya (Persero),yes,0.8694794774055481
PT Brantas Abipraya (Persero),Kereta api Brantas,no,0.4976738691329956
PT Brantas Abipraya (Persero),PT Abishar Technologies Indonesia,no,0.36324089765548706
PT Dahana (Persero),Dahana,yes,0.4254331588745117
PT Dahana (Persero),PT Dahana Subang,yes,0.6397882103919983
PT Dahana (Persero),Gor Dahana,no,0.5421069860458374
PT Dahana (Persero),PT Dahana Berlian Motor,no,0.7076212167739868
PT Danareksa (Persero),Danareksa,yes,0.6416447758674622
PT Danareksa (Persero),PT Danareksa,yes,0.7960105538368225
PT Danareksa (Persero),PT Bhanda Ghara Reksa (Persero),no,0.7333145141601562
PT Danareksa (Persero),Bareksa,no,0.21643367409706116
PT Djakarta Lloyd (Persero),Djakarta Lloyd,yes,0.7318041324615479
PT Djakarta Lloyd (Persero),PT Djakarta Lloyd,yes,0.8410878777503967
PT Djakarta Lloyd (Persero),Perum Pengangkutan Penumpang Djakarta (PPD),no,0.6945553421974182
PT Djakarta Lloyd (Persero),PT Jakarta Propertindo,no,0.4054265022277832
PT Dok Dan Perkapalan Kodja Bahari (Persero),PT DKB,yes,0.38996621966362
PT Dok Dan Perkapalan Kodja Bahari (Persero),Dok dan Perkapalan Kodja Bahari,yes,0.805880606174469
PT Dok Dan Perkapalan Kodja Bahari (Persero),PT Dok dan Perkapalan Surabaya (Persero),no,0.8965793251991272
PT Dok Dan Perkapalan Kodja Bahari (Persero),PT Bahari Eka Nusantara,no,0.5226216912269592
PT Geodipa Energi,Geo Dipa Energi,yes,0.5760165452957153
PT Geodipa Energi,PT Geo Dipa Energi (Persero),yes,0.6246063709259033
PT Geodipa Energi,Geo Energy Group,no,0.5950503945350647
PT Geodipa Energi,PT Geotekindo,no,0.6506311893463135
PT Jakarta Industrial Estate Pulogadung,Jiep Ecogreen,yes,0.31889504194259644
PT Jakarta Industrial Estate Pulogadung,PT JIEP,yes,0.34649449586868286
PT Jakarta Industrial Estate Pulogadung,Balai Diklat Industri Jakarta,no,0.49492737650871277
PT Jakarta Industrial Estate Pulogadung,Hotel Orchardz Industri Jakarta,no,0.5151742696762085
PT Jasa Raharja (Persero),Jasa Raharja,yes,0.6919956803321838
PT Jasa Raharja (Persero),Jasa Raharja Bandung,yes,0.64958256483078
PT Jasa Raharja (Persero),"PT Jasa Marga (Persero), Tbk.",no,0.8299196362495422
PT Jasa Raharja (Persero),PT Jasa Sarana,no,0.6386313438415527
PT Kawasan Berikat Nusantara (Persero),PT KBN,yes,0.2696325182914734
PT Kawasan Berikat Nusantara (Persero),Kawasan Berikat Nusantara,yes,0.7193162441253662
PT Kawasan Berikat Nusantara (Persero),PT Kawasan Industri Wijayakusuma (Persero),no,0.7924821376800537
PT Kawasan Berikat Nusantara (Persero),PT Nusantara Laju Bersama,no,0.4888750910758972
PT Kimia Farma,Kimia Farma,yes,0.8157463669776917
PT Kimia Farma,PT Kimia Farma Tbk,yes,0.8791501522064209
PT Kimia Farma,PT Indofarma,no,0.49589258432388306
PT Kimia Farma,PT Bio Farma,no,0.8643932342529297
PT Pelabuhan Indonesia I (Persero),Pelindo I,yes,0.6001586318016052
PT Pelabuhan Indonesia I (Persero),Pelabuhan Indonesia,yes,0.5979318618774414
PT Pelabuhan Indonesia I (Persero),PT Pelabuhan Indonesia II,no,0.8110765218734741
PT Pelabuhan Indonesia I (Persero),Pelabuhan Indonesia II,no,0.683685839176178
PT Pelabuhan Indonesia III (Persero),Pelabuhan Indonesia III,yes,0.6893340349197388
PT Pelabuhan Indonesia III (Persero),Pelindo III,yes,0.563694179058075
PT Pelabuhan Indonesia III (Persero),Pelabuhan Indonesia II,no,0.6660047769546509
PT Pelabuhan Indonesia III (Persero),Pelindo,no,0.3905220329761505
PT Pelayaran Nasional Indonesia (Persero) (Pelni),Pelayaran Nasional Indonesia,yes,0.5062205195426941
PT Pelayaran Nasional Indonesia (Persero) (Pelni),PT PELNI,yes,0.5544783473014832
PT Pelayaran Nasional Indonesia (Persero) (Pelni),PT Pelayaran Nasional Ekalya Purnamasari Tbk,no,0.6133072376251221
PT Pelayaran Nasional Indonesia (Persero) (Pelni),PT Pelayaran Bahtera Adhiguna,no,0.5358753204345703
PT Pembangunan Perumahan (Persero),PT PP,yes,0.4611884653568268
PT Pembangunan Perumahan (Persero),Pembangunan Perumahan,yes,0.5565541386604309
PT Pembangunan Perumahan (Persero),PT Pembangunan Jaya,no,0.6082885265350342
PT Pembangunan Perumahan (Persero),PT Pembangunan Jaya Ancol,no,0.5871425271034241
"PT Semen Indonesia (Persero), Tbk.",PT Semen Indonesia,yes,0.679813802242279
"PT Semen Indonesia (Persero), Tbk.",Semen Indonesia,yes,0.558141827583313
"PT Semen Indonesia (Persero), Tbk.",PT Semen Baturaja (Persero),no,0.8391115665435791
"PT Semen Indonesia (Persero), Tbk.",PT Tambang Semen Sukabumi,no,0.49705806374549866
"PT Taman Wisata Candi Borobudur, Prambanan, Dan Ratu Boko (Persero)",PT TWC,yes,0.2460346519947052
"PT Taman Wisata Candi Borobudur, Prambanan, Dan Ratu Boko (Persero)",PT Taman Wisata Candi,yes,0.6484476923942566
"PT Taman Wisata Candi Borobudur, Prambanan, Dan Ratu Boko (Persero)",Taman Wisata Bougenville,no,0.2762611210346222
"PT Taman Wisata Candi Borobudur, Prambanan, Dan Ratu Boko (Persero)",Taman Wisata Alam Sevillage,no,0.40727856755256653
PT Varuna Tirta Prakasya (Persero),PT VTP,yes,0.3502994477748871
PT Varuna Tirta Prakasya (Persero),Varuna Tirta Prakasya,yes,0.6904077529907227
PT Varuna Tirta Prakasya (Persero),PT Varuna Artha Nugraha,no,0.6676429510116577
PT Varuna Tirta Prakasya (Persero),PT Tirta Investama,no,0.6228156089782715
PT Indofarma,Indofarma TBK,yes,0.8343201875686646
PT Indofarma,Indofarma Global Medika,yes,0.7232200503349304
PT Indofarma,Indofarma Global Medika Cabang,yes,0.6567957997322083
PT Indofarma,PT IGM,yes,0.3015917241573334
PT Indofarma,Indofarma,yes,0.8042482137680054
PT Indofarma,IGM,no,0.09301402419805527
"PT Telkom Indonesia (Persero), Tbk.",PT Telkom Indonesia,yes,0.6834132075309753
"PT Telkom Indonesia (Persero), Tbk.",PT Telkomsel,no,0.5482484698295593
"PT Telkom Indonesia (Persero), Tbk.",Telkom University,no,0.4324157238006592
"PT Telkom Indonesia (Persero), Tbk.",Telkom,no,0.48457571864128113
PT Semen Kupang,Kupang,no,0.5403735637664795
PT Semen Kupang,Pemkot Kupang,no,0.546291172504425
PT Semen Kupang,Pemerintah Kota Kupang,no,0.5562988519668579
